language_name,Deutsch
pokemon_name_Yungoos,Yungoos
pokemon_name_Gumshoos,Gumshoos
pokemon_name_Grubbin,Grubbin
pokemon_name_Charjabug,Charjabug
pokemon_name_Vikavolt,Vikavolt
pokemon_name_Crabrawler,Crabrawler
pokemon_name_Crabominable,Crabominable
pokemon_name_Oricorio,Oricorio
pokemon_name_Cutiefly,Cutiefly
pokemon_name_Ribombee,Ribombee
pokemon_name_Rockruff,Rockruff
pokemon_name_Lycanroc,Lycanroc
pokemon_name_Wishiwashi,Wishiwashi
pokemon_name_Mareanie,Mareanie
pokemon_name_Toxapex,Toxapex
pokemon_name_Mudbray,Mudbray
pokemon_name_Mudsdale,Mudsdale
pokemon_name_Dewpider,Dewpider
pokemon_name_Araquanid,Araquanid
pokemon_name_Fomantis,Fomantis
pokemon_name_Lurantis,Lurantis
pokemon_name_Morelull,Morelull
pokemon_name_Shiinotic,Shiinotic
pokemon_name_Salandit,Salandit
pokemon_name_Salazzle,Salazzle
pokemon_name_Stufful,Stufful
pokemon_name_Bewear,Bewear
pokemon_name_Bounsweet,Bounsweet
pokemon_name_Steenee,Steenee
pokemon_name_Tsareena,Tsareena
pokemon_name_Comfey,Comfey
pokemon_name_Oranguru,Oranguru
pokemon_name_Passimian,Passimian
pokemon_name_Wimpod,Wimpod
pokemon_name_Golisopod,Golisopod
pokemon_name_Sandygast,Sandygast
pokemon_name_Palossand,Palossand
pokemon_name_Pyukumuku,Pyukumuku
pokemon_name_Type: Null,Type: Null
pokemon_name_Silvally,Silvally
pokemon_name_Minior,Minior
pokemon_name_Komala,Komala
pokemon_name_Turtonator,Turtonator
pokemon_name_Togedemaru,Togedemaru
pokemon_name_Mimikyu,Mimikyu
pokemon_name_Bruxish,Bruxish
pokemon_name_Drampa,Drampa
pokemon_name_Dhelmise,Dhelmise
pokemon_name_Jangmo-o,Jangmo-o
pokemon_name_Hakamo-o,Hakamo-o
pokemon_name_Kommo-o,Kommo-o
pokemon_name_Tapu Koko,Tapu Koko
pokemon_name_Tapu Lele,Tapu Lele
pokemon_name_Tapu Bulu,Tapu Bulu
pokemon_name_Tapu Fini,Tapu Fini
pokemon_name_Cosmog,Cosmog
pokemon_name_Cosmoem,Cosmoem
pokemon_name_Solgaleo,Solgaleo
pokemon_name_Lunala,Lunala
pokemon_name_Nihilego,Nihilego
pokemon_name_Buzzwole,Buzzwole
pokemon_name_Pheromosa,Pheromosa
pokemon_name_Xurkitree,Xurkitree
pokemon_name_Celesteela,Celesteela
pokemon_name_Kartana,Kartana
pokemon_name_Guzzlord,Guzzlord
pokemon_name_Necrozma,Necrozma
pokemon_name_Magearna,Magearna
pokemon_name_Marshadow,Marshadow
pokemon_name_Poipole,Poipole
pokemon_name_Naganadel,Naganadel
pokemon_name_Stakataka,Stakataka
pokemon_name_Blacephalon,Blacephalon
pokemon_name_Zeraora,Zeraora
pokemon_name_Meltan,Meltan
pokemon_name_Melmetal,Melmetal
pokemon_name_Grookey,Grookey
pokemon_name_Thwackey,Thwackey
pokemon_name_Rillaboom,Rillaboom
pokemon_name_Scorbunny,Scorbunny
pokemon_name_Raboot,Raboot
pokemon_name_Cinderace,Cinderace
pokemon_name_Sobble,Sobble
pokemon_name_Drizzile,Drizzile
pokemon_name_Inteleon,Inteleon
pokemon_name_Skwovet,Skwovet
pokemon_name_Greedent,Greedent
pokemon_name_Rookidee,Rookidee
pokemon_name_Corvisquire,Corvisquire
pokemon_name_Corviknight,Corviknight
pokemon_name_Blipbug,Blipbug
pokemon_name_Dottler,Dottler
pokemon_name_Orbeetle,Orbeetle
pokemon_name_Nickit,Nickit
pokemon_name_Thievul,Thievul
pokemon_name_Gossifleur,Gossifleur
pokemon_name_Eldegoss,Eldegoss
pokemon_name_Wooloo,Wooloo
pokemon_name_Dubwool,Dubwool
pokemon_name_Chewtle,Chewtle
pokemon_name_Drednaw,Drednaw
pokemon_name_Yamper,Yamper
pokemon_name_Boltund,Boltund
pokemon_name_Rolycoly,Rolycoly
pokemon_name_Carkol,Carkol
pokemon_name_Coalossal,Coalossal
pokemon_name_Applin,Applin
pokemon_name_Flapple,Flapple
pokemon_name_Appletun,Appletun
pokemon_name_Silicobra,Silicobra
pokemon_name_Sandaconda,Sandaconda
pokemon_name_Cramorant,Cramorant
pokemon_name_Arrokuda,Arrokuda
pokemon_name_Barraskewda,Barraskewda
pokemon_name_Toxel,Toxel
pokemon_name_Toxtricity,Toxtricity
pokemon_name_Sizzlipede,Sizzlipede
pokemon_name_Centiskorch,Centiskorch
pokemon_name_Clobbopus,Clobbopus
pokemon_name_Grapploct,Grapploct
pokemon_name_Sinistea,Sinistea
pokemon_name_Polteageist,Polteageist
pokemon_name_Hatenna,Hatenna
pokemon_name_Hattrem,Hattrem
pokemon_name_Hatterene,Hatterene
pokemon_name_Impidimp,Impidimp
pokemon_name_Morgrem,Morgrem
pokemon_name_Grimmsnarl,Grimmsnarl
pokemon_name_Obstagoon,Obstagoon
pokemon_name_Perrserker,Perrserker
pokemon_name_Cursola,Cursola
pokemon_name_Sirfetch'd,Sirfetch'd
pokemon_name_Mr. Rime,Mr. Rime
pokemon_name_Runerigus,Runerigus
pokemon_name_Milcery,Milcery
pokemon_name_Alcremie,Alcremie
pokemon_name_Falinks,Falinks
pokemon_name_Pincurchin,Pincurchin
pokemon_name_Snom,Snom
pokemon_name_Frosmoth,Frosmoth
pokemon_name_Stonjourner,Stonjourner
pokemon_name_Eiscue,Eiscue
pokemon_name_Indeedee,Indeedee
pokemon_name_Morpeko,Morpeko
pokemon_name_Cufant,Cufant
pokemon_name_Copperajah,Copperajah
pokemon_name_Dracozolt,Dracozolt
pokemon_name_Arctozolt,Arctozolt
pokemon_name_Dracovish,Dracovish
pokemon_name_Arctovish,Arctovish
pokemon_name_Duraludon,Duraludon
pokemon_name_Dreepy,Dreepy
pokemon_name_Drakloak,Drakloak
pokemon_name_Dragapult,Dragapult
pokemon_name_Zacian,Zacian
pokemon_name_Zamazenta,Zamazenta
pokemon_name_Eternatus,Eternatus
pokemon_name_Kubfu,Kubfu
pokemon_name_Urshifu,Urshifu
pokemon_name_Zarude,Zarude
pokemon_name_Regieleki,Regieleki
pokemon_name_Regidrago,Regidrago
pokemon_name_Glastrier,Glastrier
pokemon_name_Spectrier,Spectrier
pokemon_name_Calyrex,Calyrex
pokemon_name_Wyrdeer,Wyrdeer
pokemon_name_Kleavor,Kleavor
pokemon_name_Ursaluna,Ursaluna
pokemon_name_Basculegion,Basculegion
pokemon_name_Sneasler,Sneasler
pokemon_name_Overqwil,Overqwil
pokemon_name_Enamorus,Enamorus
--------------
Item names:
Balls:
item_name_1,Master Ball
item_name_2,Ultra Ball
item_name_3,Premier Ball
item_name_4,Great Ball
item_name_5,Poké Ball
item_name_45,Cherish Ball
item_name_79,Dive Ball
item_name_80,Net Ball
item_name_129,Quick Ball
item_name_150,Timer Ball
item_name_157,Heavy Ball
item_name_158,Dusk Ball
item_name_159,Level Ball
item_name_160,Lure Ball
item_name_161,Fast Ball
item_name_164,Friend Ball
item_name_165,Moon Ball
item_name_166,Love Ball
item_name_168,Repeat Ball
item_name_174,Luxury Ball
item_name_177,Sport Ball
item_name_181,Safari Ball
item_name_186,Heal Ball
item_name_188,Nest Ball

Key Items:
item_name_6,Bicycle
item_name_41,S.S. Ticket
item_name_54,Coin Case
item_name_55,Item Finder
item_name_56,Crystal Wing
item_name_58,Old Rod
item_name_59,Good Rod
item_name_61,Super Rod
item_name_66,Red Scale
item_name_67,Secret Potion
item_name_69,Mystery Egg
item_name_71,Silver Wing
item_name_78,Running Shoes
item_name_115,GS Ball
item_name_116,Blue Card
item_name_127,Card Key
item_name_128,Machine Part
item_name_130,Lost Item
item_name_133,Basement Key
item_name_134,Pass
item_name_175,Squirt Bottle
item_name_178,Rainbow Wing
item_name_241,Oval Charm
item_name_242,Shiny Charm
item_name_265,Tri Pass
item_name_284,Rainbow Pass
item_name_285,Old Sea Map
item_name_286,Ancient Shard
item_name_292,Empty Sea Map
item_name_592,Liberty Sea Map
item_name_576,Mega Bracelet
item_name_651,Light Stone
item_name_652,Dark Stone
item_name_653,Black Augurite

Technical Machines:
item_name_191,TM 01
item_name_192,TM 02
item_name_193,TM 03
item_name_194,TM 04
item_name_195,TM 05
item_name_196,TM 06
item_name_197,TM 07
item_name_198,TM 08
item_name_199,TM 09
item_name_200,TM 10
item_name_201,TM 11
item_name_202,TM 12
item_name_203,TM 13
item_name_204,TM 14
item_name_205,TM 15
item_name_206,TM 16
item_name_207,TM 17
item_name_208,TM 18
item_name_209,TM 19
item_name_210,TM 20
item_name_211,TM 21
item_name_212,TM 22
item_name_213,TM 23
item_name_214,TM 24
item_name_215,TM 25
item_name_216,TM 26
item_name_217,TM 27
item_name_218,TM 28
item_name_219,TM 29
item_name_220,TM 30
item_name_221,TM 31
item_name_222,TM 32
item_name_223,TM 33
item_name_224,TM 34
item_name_225,TM 35
item_name_226,TM 36
item_name_227,TM 37
item_name_228,TM 38
item_name_229,TM 39
item_name_230,TM 40
item_name_231,TM 41
item_name_232,TM 42
item_name_233,TM 43
item_name_234,TM 44
item_name_235,TM 45
item_name_236,TM 46
item_name_237,TM 47
item_name_238,TM 48
item_name_239,TM 49
item_name_240,TM 50
item_name_351,TM 51
item_name_352,TM 52
item_name_353,TM 53
item_name_354,TM 54
item_name_355,TM 55
item_name_356,TM 56
item_name_357,TM 57
item_name_358,TM 58
item_name_359,TM 59
item_name_360,TM 60
item_name_361,TM 61
item_name_362,TM 62
item_name_363,TM 63
item_name_364,TM 64
item_name_365,TM 65
item_name_366,TM 66
item_name_367,TM 67
item_name_368,TM 68
item_name_369,TM 69
item_name_370,TM 70
item_name_371,TM 71
item_name_372,TM 72
item_name_373,TM 73
item_name_374,TM 74
item_name_375,TM 75
item_name_376,TM 76
item_name_377,TM 77
item_name_378,TM 78
item_name_379,TM 79
item_name_380,TM 80
item_name_381,TM 81
item_name_382,TM 82
item_name_383,TM 83
item_name_384,TM 84
item_name_385,TM 85
item_name_386,TM 86
item_name_387,TM 87
item_name_388,TM 88
item_name_389,TM 89
item_name_390,TM 90
item_name_391,TM 91
item_name_392,TM 92
item_name_393,TM 93
item_name_394,TM 94
item_name_395,TM 95
item_name_396,TM 96
item_name_397,TM 97
item_name_398,TM 98
item_name_399,TM 99
item_name_400,TM 100
item_name_401,TM 101
item_name_402,TM 102
item_name_403,TM 103
item_name_404,TM 104
item_name_405,TM 105
item_name_406,TM 106
item_name_407,TM 107
item_name_408,TM 108
item_name_409,TM 109
item_name_410,TM 110
item_name_411,TM 111
item_name_412,TM 112
item_name_413,TM 113
item_name_414,TM 114
item_name_415,TM 115
item_name_416,TM 116
item_name_417,TM 117
item_name_418,TM 118
item_name_419,TM 119
item_name_420,TM 120
item_name_421,TM 121
item_name_422,TM 122
item_name_423,TM 123
item_name_424,TM 124
item_name_425,TM 125
item_name_426,TM 126
item_name_427,TM 127
item_name_428,TM 128
item_name_429,TM 129
item_name_430,TM 130
item_name_431,TM 131
item_name_432,TM 132
item_name_433,TM 133
item_name_434,TM 134
item_name_435,TM 135
item_name_436,TM 136
item_name_437,TM 137
item_name_438,TM 138
item_name_439,TM 139
item_name_440,TM 140
item_name_441,TM 141
item_name_442,TM 142
item_name_443,TM 143
item_name_444,TM 144
item_name_445,TM 145
item_name_446,TM 146
item_name_447,TM 147
item_name_448,TM 148
item_name_449,TM 149
item_name_450,TM 150
item_name_451,TM 151
item_name_452,TM 152
item_name_453,TM 153
item_name_454,TM 154
item_name_455,TM 155
item_name_456,TM 156
item_name_457,TM 157
item_name_458,TM 158
item_name_459,TM 159
item_name_460,TM 160
item_name_461,TM 161
item_name_462,TM 162
item_name_463,TM 163
item_name_464,TM 164
item_name_465,TM 165
item_name_466,TM 166
item_name_467,TM 167
item_name_468,TM 168
item_name_469,TM 169
item_name_470,TM 170
item_name_471,TM 171
item_name_472,TM 172
item_name_473,TM 173
item_name_474,TM 174
item_name_475,TM 175
item_name_476,TM 176
item_name_477,TM 177
item_name_478,TM 178
item_name_479,TM 179
item_name_480,TM 180
item_name_481,TM 181

Hidden Machines:
item_name_247,HM 01
item_name_244,HM 02
item_name_245,HM 03
item_name_246,HM 04
item_name_243,HM 05
item_name_248,HM 06
item_name_249,HM 07
item_name_250,HM 08
item_name_251,HM 09
item_name_252,HM 10

Medicine:
item_name_7,Lava Cookie
item_name_9,Antidote
item_name_10,Burn Heal
item_name_11,Ice Heal
item_name_12,Awakening
item_name_13,Paralyze Heal
item_name_14,Full Restore
item_name_15,Max Potion
item_name_16,Hyper Potion
item_name_17,Super Potion
item_name_18,Potion
item_name_21,Max Elixir
item_name_32,Rare Candy
item_name_38,Full Heal
item_name_39,Revive
item_name_40,Max Revive
item_name_46,Fresh Water
item_name_47,Soda Pop
item_name_48,Lemonade
item_name_62,PPUp
item_name_63,Ether
item_name_64,Max Ether
item_name_65,Elixir
item_name_72,Moo Moo Milk
item_name_114,Rage Candy Bar
item_name_121,Energy Powder
item_name_122,Energy Root
item_name_123,Heal Powder
item_name_124,Revival Herb
item_name_139,Berry Juice
item_name_152,Pewter Crunchies
item_name_156,Sacred Ash
item_name_266,Fanta
item_name_502,PPMax

Berries:
item_name_2000,Cheri
item_name_2001,Chesto
item_name_2002,Pecha
item_name_2003,Rawst
item_name_2004,Aspear
item_name_2005,Leppa
item_name_2006,Oran
item_name_2007,Persim
item_name_2008,Lum
item_name_2009,Sitrus
item_name_2010,Figy
item_name_2011,Wiki
item_name_2012,Mago
item_name_2013,Aguav
item_name_2014,Iapapa
item_name_2015,Razz
item_name_2016,Bluk
item_name_2017,Nanab
item_name_2018,Wepear
item_name_2019,Pinap
item_name_2020,Pomeg
item_name_2021,Kelpsy
item_name_2022,Qualot
item_name_2023,Hondew
item_name_2024,Grepa
item_name_2025,Tamato
item_name_2026,Cornn
item_name_2027,Magost
item_name_2028,Rabuta
item_name_2029,Nomel
item_name_2030,Spelon
item_name_2031,Pamtre
item_name_2032,Watmel
item_name_2033,Durin
item_name_2034,Belue
item_name_2035,Occa
item_name_2036,Passho
item_name_2037,Wacan
item_name_2038,Rindo
item_name_2039,Yache
item_name_2040,Chople
item_name_2041,Kebia
item_name_2042,Shuca
item_name_2043,Coba
item_name_2044,Payapa
item_name_2045,Tanga
item_name_2046,Charti
item_name_2047,Kasib
item_name_2048,Haban
item_name_2049,Colbur
item_name_2050,Babiri
item_name_2051,Chilan
item_name_2052,Liechi
item_name_2053,Ganlon
item_name_2054,Salac
item_name_2055,Petaya
item_name_2056,Apicot
item_name_2057,Lansat
item_name_2058,Starf
item_name_2059,Enigma
item_name_2060,Micle
item_name_2061,Custap
item_name_2062,Jaboca
item_name_2063,Rowap
item_name_2064,Roseli
item_name_2065,Kee
item_name_2066,Maranga

Stones:
item_name_8,Moon Stone
item_name_22,Fire Stone
item_name_23,Thunder Stone
item_name_24,Water Stone
item_name_34,Leaf Stone
item_name_112,Everstone
item_name_169,Sun Stone
item_name_262,Sticky Rock
item_name_593,Ice Stone
item_name_135,Shiny Stone
item_name_136,Dusk Stone
item_name_137,Dawn Stone

Standard:
item_name_19,Escape Rope
item_name_30,Lucky Punch
item_name_35,Metal Powder
item_name_36,Nugget
item_name_37,Poké Doll
item_name_57,Exp. Share
item_name_60,Silver Leaf
item_name_70,Sticky Barb
item_name_73,Quick Claw
item_name_74,Zoom Lens
item_name_75,Gold Leaf
item_name_76,Soft Sand
item_name_77,Sharp Beak
item_name_81,Poison Barb
item_name_82,King's Rock
item_name_83,Prism Scale
item_name_84,Reaper Cloth
item_name_88,Silver Powder
item_name_90,Silk Scarf
item_name_91,Amulet Coin
item_name_94,Cleanse Tag
item_name_95,Mystic Water
item_name_96,Twisted Spoon
item_name_98,Black Belt
item_name_100,Magmarizer
item_name_102,Black Glasses
item_name_103,Slowpoke Tail
item_name_104,Pink Bow
item_name_105,Stick
item_name_106,Smoke Ball
item_name_107,Nevermelt Ice
item_name_108,Magnet
item_name_109,Rare Bone
item_name_110,Pearl
item_name_111,Big Pearl
item_name_113,Spell Tag
item_name_117,Miracle Seed
item_name_118,Thick Club
item_name_119,Focus Band
item_name_120,Electirizer
item_name_125,Hard Stone
item_name_126,Lucky Egg
item_name_131,Stardust
item_name_132,Star Piece
item_name_138,Charcoal
item_name_140,Scope Lens
item_name_141,Protector
item_name_142,Lagging Tail
item_name_143,Metal Coat
item_name_144,Dragon Fang
item_name_145,Wave Incense
item_name_146,Leftovers
item_name_147,White Flute
item_name_148,Soothe Bell
item_name_149,Comet Shard
item_name_151,Dragon Scale
item_name_153,Balm Mushroom
item_name_154,Shed Shell
item_name_155,Quick Powder
item_name_162,Deep Sea Scale
item_name_163,Light Ball
item_name_167,Deep Sea Tooth
item_name_170,Berserk Gene
item_name_171,Wide Lens
item_name_172,Up-Grade
item_name_173,Pearl String
item_name_176,Grip Claw
item_name_179,Oval Stone
item_name_180,Brick Piece
item_name_182,Black Sludge
item_name_183,Razor Fang
item_name_184,Razor Claw
item_name_185,Dubious Disc
item_name_187,Ability Capsule
item_name_189,Big Nugget
item_name_190,Heart Scale
item_name_263,Odd Incense
item_name_264,Sea Incense
item_name_287,Rose Incence
item_name_288,Full Incense
item_name_289,Lax Incense
item_name_290,Luck Incense
item_name_291,Pure Incense
item_name_293,Damp Rock
item_name_294,Heat Rock
item_name_295,Smooth Rock
item_name_296,Icy Rock
item_name_297,Light Clay
item_name_298,Eviolite
item_name_299,Rock Incense
item_name_503,Sachet
item_name_504,Whipped Dream
item_name_505,Toxic Orb
item_name_506,Life Orb
item_name_577,Flame Orb
item_name_578,Choice Band
item_name_579,Choice Scarf
item_name_580,Choice Specs
item_name_581,Macho Brace
item_name_582,Power Weight
item_name_583,Power Bracer
item_name_584,Power Belt
item_name_585,Power Lens
item_name_586,Power Band
item_name_587,Power Anklet
item_name_591,Expert Belt
item_name_594,Snowball
item_name_595,Cell Battery
item_name_596,Electric Seed
item_name_597,Grassy Seed
item_name_598,Misty Seed
item_name_599,Psychic Seed
item_name_600,Terrain Extender
item_name_648,Poké Toy
item_name_649,Fluffy Tail
item_name_650,Bright Powder
item_name_654,Peat Block
item_name_1996,Burn Drive
item_name_1997,Chill Drive
item_name_1998,Douse Drive
item_name_1999,Shock Drive

Fossils:
item_name_601,Helix Fossil
item_name_602,Dome Fossil
item_name_603,Old Amber
item_name_604,Root Fossil
item_name_605,Claw Fossil
item_name_606,Skull Fossil
item_name_607,Armor Fossil
item_name_608,Cover Fossil
item_name_609,Plume Fossil
item_name_610,Jaw Fossil
item_name_611,Sail Fossil

Repels:
item_name_20,Repel
item_name_42,Super Repel
item_name_43,Max Repel

Vitamins:
item_name_25,Zinc
item_name_26,HPUp
item_name_27,Protein
item_name_28,Iron
item_name_29,Carbos
item_name_31,Calcium

XItems:
item_name_33,XAccuracy
item_name_44,Dire Hit
item_name_49,XAttack
item_name_50,XSp. Def.
item_name_51,XDefend
item_name_52,XSpeed
item_name_53,XSp. Atk.
item_name_68,Guard Spec

Apricorns:
item_name_85,Red Apricorn
item_name_89,Blu Apricorn
item_name_92,Ylw Apricorn
item_name_93,Grn Apricorn
item_name_97,Wht Apricorn
item_name_99,Blk Apricorn
item_name_101,Pnk Apricorn

Plants:
item_name_86,Tiny Mushroom
item_name_87,Big Mushroom
item_name_253,Honey

Wings:
item_name_254,Health Wing
item_name_255,Muscle Wing
item_name_256,Resist Wing
item_name_257,Genius Wing
item_name_258,Clever Wing
item_name_259,Swift Wing
item_name_260,Pretty Wing
item_name_261,Sticky Wing

Plates:
item_name_267,Draco Plate
item_name_268,Dread Plate
item_name_269,Earth Plate
item_name_270,Fist Plate
item_name_271,Flame Plate
item_name_272,Icicle Plate
item_name_273,Insect Plate
item_name_274,Iron Plate
item_name_275,Meadow Plate
item_name_276,Mind Plate
item_name_277,Pixie Plate
item_name_278,Sky Plate
item_name_279,Splash Plate
item_name_280,Spooky Plate
item_name_281,Stone Plate
item_name_282,Toxic Plate
item_name_283,Zap Plate

Mail:
item_name_300,Grass Mail
item_name_301,Bead Mail
item_name_302,Dream Mail
item_name_303,Fab Mail
item_name_304,Glitter Mail
item_name_305,Harbor Mail
item_name_306,Mech Mail
item_name_307,Orange Mail
item_name_308,Retro Mail
item_name_309,Shadow Mail
item_name_310,Tropic Mail
item_name_311,Wave Mail
item_name_312,Wood Mail
item_name_313,Air Mail
item_name_314,Bloom Mail
item_name_315,Brick Mail
item_name_316,Bubble Mail
item_name_317,Flame Mail
item_name_318,Heart Mail
item_name_319,Mosaic Mail
item_name_320,Snow Mail
item_name_321,Space Mail
item_name_322,Steel Mail
item_name_323,Tunnel Mail
item_name_324,Bridge Mail T
item_name_325,Bridge Mail D
item_name_326,Bridge Mail S
item_name_327,Bridge Mail V
item_name_328,Bridge Mail M
item_name_329,Favored Mail
item_name_330,Thanks Mail
item_name_331,Inquiry Mail
item_name_332,Greet Mail
item_name_333,RSVPMail
item_name_334,Like Mail
item_name_335,Reply Mail
item_name_336,Kolben Mail

Mega Stones:
item_name_507,Abomasite
item_name_508,Absolite
item_name_509,Aerodactylite
item_name_510,Aggronite
item_name_511,Alakazite
item_name_512,Ampharosite
item_name_513,Banettite
item_name_514,Blastoisinite
item_name_515,Blazikenite
item_name_516,Charizardite X
item_name_517,Charizardite Y
item_name_518,Garchompite
item_name_519,Gardevoirite
item_name_520,Gengarite
item_name_521,Gyaradosite
item_name_522,Heracronite
item_name_523,Houndoominite
item_name_524,Kangaskhanite
item_name_525,Lucarionite
item_name_526,Manectite
item_name_527,Mawilite
item_name_528,Medichamite
item_name_529,Mewtwonite X
item_name_530,Mewtwonite Y
item_name_531,Pinsirite
item_name_532,Scizorite
item_name_533,Tyranitarite
item_name_534,Venusaurite
item_name_535,Altarianite
item_name_536,Audinite
item_name_537,Beedrillite
item_name_538,Cameruptite
item_name_539,Diancite
item_name_540,Galladite
item_name_541,Glalitite
item_name_542,Latiasite
item_name_543,Latiosite
item_name_544,Lopunnite
item_name_545,Metagrossite
item_name_546,Pidgeotite
item_name_547,Sablenite
item_name_548,Salamencite
item_name_549,Sceptilite
item_name_550,Sharpedonite
item_name_551,Slowbronite
item_name_552,Steelixite
item_name_553,Swampertite

Gems:
item_name_630,Fire Gem
item_name_631,Water Gem
item_name_632,Electric Gem
item_name_633,Grass Gem
item_name_634,Ice Gem
item_name_635,Fighting Gem
item_name_636,Poison Gem
item_name_637,Ground Gem
item_name_638,Flying Gem
item_name_639,Psychic Gem
item_name_640,Bug Gem
item_name_641,Rock Gem
item_name_642,Ghost Gem
item_name_643,Dragon Gem
item_name_644,Dark Gem
item_name_645,Steel Gem
item_name_646,Normal Gem
item_name_647,Fairy Gem

Memories:
item_name_660,Bug Memory
item_name_661,Dark Memory
item_name_662,Dragon Memory
item_name_663,Electric Memory
item_name_664,Fairy Memory
item_name_665,Fighting Memory
item_name_666,Fire Memory
item_name_667,Flying Memory
item_name_668,Ghost Memory
item_name_669,Grass Memory
item_name_670,Ground Memory
item_name_671,Ice Memory
item_name_672,Poison Memory
item_name_673,Psychic Memory
item_name_674,Rock Memory
item_name_675,Steel Memory
item_name_676,Water Memory

Item Use Text:
item_cannot_use,Now is not the time~to use that.
item_6_cannot_walk,You cannot walk here!
item_6_missingskin,You can't use this item~without a bicycle skin.*Its name should be the~same as your current one,~but with "_bike" at the end.
item_6_only_custom_gamemodes,This item can't be used~on this GameMode.

Key Items:
item_use_6,<Player.Name> stepped~off the Bicycle.
item_use_54,Your Coins:~
-------------------
Move Names:
move_name_1,Pound
move_name_2,Karate Chop
move_name_3,Double Slap
move_name_4,Comet Punch
move_name_5,Mega Punch
move_name_6,Pay Day
move_name_7,Fire Punch
move_name_8,Ice Punch
move_name_9,Thunder Punch
move_name_10,Scratch
move_name_11,Vice Grip
move_name_12,Guillotine
move_name_13,Razor Wind
move_name_14,Swords Dance
move_name_15,Zerschneider
move_name_16,Gust
move_name_17,Wing Attack
move_name_18,Whirlwind
move_name_19,Fliegen
move_name_20,Bind
move_name_21,Slam
move_name_22,Vine Whip
move_name_23,Stomp
move_name_24,Double Kick
move_name_25,Mega Kick
move_name_26,Jump Kick
move_name_27,Rolling Kick
move_name_28,Sand Attack
move_name_29,Headbutt
move_name_30,Horn Attack
move_name_31,Fury Attack
move_name_32,Horn Drill
move_name_33,Tackle
move_name_34,Body Slam
move_name_35,Wrap
move_name_36,Take Down
move_name_37,Thrash
move_name_38,Double-Edge
move_name_39,Tail Whip
move_name_40,Poison Sting
move_name_41,Twineedle
move_name_42,Pin Missile
move_name_43,Leer
move_name_44,Bite
move_name_45,Growl
move_name_46,Roar
move_name_47,Sing
move_name_48,Supersonic
move_name_49,Sonic Boom
move_name_50,Disable
move_name_51,Acid
move_name_52,Ember
move_name_53,Flamethrower
move_name_54,Mist
move_name_55,Water Gun
move_name_56,Hydro Pump
move_name_57,Surf
move_name_58,Ice Beam
move_name_59,Blizzard
move_name_60,Psybeam
move_name_61,Bubble Beam
move_name_62,Aurora Beam
move_name_63,Hyper Beam
move_name_64,Peck
move_name_65,Drill Peck
move_name_66,Submission
move_name_67,Low Kick
move_name_68,Counter
move_name_69,Seismic Toss
move_name_70,Strength
move_name_71,Absorb
move_name_72,Mega Drain
move_name_73,Leech Seed
move_name_74,Growth
move_name_75,Razor Leaf
move_name_76,Solar Beam
move_name_77,Poison Powder
move_name_78,Stun Spore
move_name_79,Sleep Powder
move_name_80,Petal Dance
move_name_81,String Shot
move_name_82,Dragon Rage
move_name_83,Fire Spin
move_name_84,Thunder Shock
move_name_85,Thunderbolt
move_name_86,Thunder Wave
move_name_87,Thunder
move_name_88,Rock Throw
move_name_89,Earthquake
move_name_90,Fissure
move_name_91,Schaufler
move_name_92,Toxic
move_name_93,Confusion
move_name_94,Psychic
move_name_95,Hypnosis
move_name_96,Meditate
move_name_97,Agility
move_name_98,Quick Attack
move_name_99,Rage
move_name_100,Teleport
move_name_101,Night Shade
move_name_102,Mimic
move_name_103,Screech
move_name_104,Double Team
move_name_105,Recover
move_name_106,Harden
move_name_107,Minimize
move_name_108,Smokescreen
move_name_109,Confuse Ray
move_name_110,Withdraw
move_name_111,Defense Curl
move_name_112,Barrier
move_name_113,Light Screen
move_name_114,Haze
move_name_115,Reflect
move_name_116,Focus Energy
move_name_117,Bide
move_name_118,Metronome
move_name_119,Mirror Move
move_name_120,Self-Destruct
move_name_121,Egg Bomb
move_name_122,Lick
move_name_123,Smog
move_name_124,Sludge
move_name_125,Bone Club
move_name_126,Fire Blast
move_name_127,Waterfall
move_name_128,Clamp
move_name_129,Swift
move_name_130,Skull Bash
move_name_131,Spike Cannon
move_name_132,Constrict
move_name_133,Amnesia
move_name_134,Kinesis
move_name_135,Soft-Boiled
move_name_136,High Jump Kick
move_name_137,Glare
move_name_138,Dream Eater
move_name_139,Poison Gas
move_name_140,Barrage
move_name_141,Leech Life
move_name_142,Lovely Kiss
move_name_143,Sky Attack
move_name_144,Transform
move_name_145,Bubble
move_name_146,Dizzy Punch
move_name_147,Spore
move_name_148,Blitz
move_name_149,Psywave
move_name_150,Splash
move_name_151,Acid Armor
move_name_152,Crabhammer
move_name_153,Explosion
move_name_154,Fury Swipes
move_name_155,Bonemerang
move_name_156,Rest
move_name_157,Rock Slide
move_name_158,Hyper Fang
move_name_159,Sharpen
move_name_160,Conversion
move_name_161,Tri Attack
move_name_162,Super Fang
move_name_163,Slash
move_name_164,Substitute
move_name_165,Struggle
move_name_166,Sketch
move_name_167,Triple Kick
move_name_168,Thief
move_name_169,Spider Web
move_name_170,Mind Reader
move_name_171,Nightmare
move_name_172,Flame Wheel
move_name_173,Snore
move_name_174,Curse
move_name_175,Flail
move_name_176,Conversion 2
move_name_177,Aeroblast
